"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Asotin","Washington State Commissioner of Public Lands","WRITE-IN"," ","15","0.2342","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Ron Higgins"," ","1577","27.5266","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Maia Espinoza"," ","1503","26.2349","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Stan Lippmann"," ","215","3.7528","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","David Spring"," ","515","8.9894","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Dennis Wick"," ","615","10.7349","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","1252","21.8537","State Executive"
"Asotin","Washington State Superintendent of Public Instruction","WRITE-IN"," ","52","0.9077","State Executive"
"Asotin","Washington State Insurance Commissioner","Anthony Welti","(Prefers Libertarian Party)","652","9.9923","State Executive"
"Asotin","Washington State Insurance Commissioner","Chirayu Avinash Patel","(Prefers Republican Party)","3414","52.3218","State Executive"
"Asotin","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","2439","37.3793","State Executive"
"Asotin","Washington State Insurance Commissioner","WRITE-IN"," ","20","0.3065","State Executive"
"Asotin","Legislative District 9 State Senator","Jenn Goulet","(Prefers Democratic Party)","2268","33.8305","Legislative"
"Asotin","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers GOP Party)","4398","65.6026","Legislative"
"Asotin","Legislative District 9 State Senator","WRITE-IN"," ","38","0.5668","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","Brett Borden","(Prefers Libertarian Party)","1382","21.3634","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","4999","77.2762","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","88","1.3603","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","5151","94.7049","Legislative"
"Asotin","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","288","5.2951","Legislative"
"Asotin","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","Clee Manchester","(States No Party Preference)","316","14.8287","Commissioner"
"Asotin","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","Brad Gary","(States No Party Preference)","432","20.2722","Commissioner"
"Asotin","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","Brian Shinn","(Prefers States No Party Preference Party)","1364","64.0075","Commissioner"
"Asotin","COMMISSIONER DISTRICT 1 COUNTY COMMISSIONER 1","WRITE-IN"," ","19","0.8916","Commissioner"
"Asotin","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Chris Seubert","(Prefers Republican Party)","2172","72.4967","Commissioner"
"Asotin","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Dennis Plunkett","(Prefers Independant Party)","303","10.1135","Commissioner"
"Asotin","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","Michael (Mike) Henze","(States No Party Preference)","511","17.0561","Commissioner"
"Asotin","COMMISSIONER DISTRICT 2 COUNTY COMMISSIONER 2","WRITE-IN"," ","10","0.3338","Commissioner"
"Asotin","COMMISSIONER DISTRICT 3 COUNTY COMMISSIONER 3","Chuck Whitman","(Prefers Republican Party)","1180","94.4756","Commissioner"
"Asotin","COMMISSIONER DISTRICT 3 COUNTY COMMISSIONER 3","WRITE-IN"," ","69","5.5244","Commissioner"
"Asotin","Asotin, Columbia, Garfield Superior Court Judge Position 1","Brooke J. Burns"," ","3975","59.6578","Judicial"
"Asotin","Asotin, Columbia, Garfield Superior Court Judge Position 1","G. Scott Marinella"," ","1438","21.5819","Judicial"
"Asotin","Asotin, Columbia, Garfield Superior Court Judge Position 1","R. Victor Bottomly"," ","1227","18.4151","Judicial"
"Asotin","Asotin, Columbia, Garfield Superior Court Judge Position 1","WRITE-IN"," ","23","0.3452","Judicial"
"Benton","Congressional District 4 U.S. Representative","Ryan Cooper","(Prefers Libertarian Party)","1490","2.5061","Congressional"
"Benton","Congressional District 4 U.S. Representative","Tracy &quot;Justice&quot; Wright","(Prefers Republican Party)","2968","4.992","Congressional"
"Benton","Congressional District 4 U.S. Representative","Douglas E. McKinley","(Prefers Democratic Party)","16068","27.0255","Congressional"
"Benton","Congressional District 4 U.S. Representative","Evan Jones","(Prefers Independent Party)","1390","2.3379","Congressional"
"Benton","Congressional District 4 U.S. Representative","Sarena Sloot","(Prefers Republican Party)","5230","8.7966","Congressional"
"Benton","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","32210","54.1754","Congressional"
"Benton","Congressional District 4 U.S. Representative","WRITE-IN"," ","99","0.1665","Congressional"
"Benton","Washington State Governor","Alex Tsimerman","(Prefers StandupAmerica Party)","32","0.0509","State Executive"
"Benton","Washington State Governor","Phil Fortunato","(Prefers Republican Party)","2902","4.6195","State Executive"
"Benton","Washington State Governor","Ryan Ryals","(Prefers Unaffiliated Party)","147","0.234","State Executive"
"Benton","Washington State Governor","Leon Aaron Lawson","(Prefers Trump Republican Party)","693","1.1031","State Executive"
"Benton","Washington State Governor","Henry Clay Dennison","(Prefers Socialist Workers Party)","63","0.1003","State Executive"
"Benton","Washington State Governor","Tim Eyman","(Prefers Republican Party)","5612","8.9333","State Executive"
"Benton","Washington State Governor","Liz Hallock","(Prefers Green Party)","317","0.5046","State Executive"
"Benton","Washington State Governor","Goodspaceguy","(Prefers Trump Republican Party)","154","0.2451","State Executive"
"Benton","Washington State Governor","Omari Tahir Garrett","(Prefers Democrat Party)","169","0.269","State Executive"
"Benton","Washington State Governor","Don L. Rivers","(Prefers Democratic Party)","520","0.8277","State Executive"
"Benton","Washington State Governor","Martin L. 'Iceman' Wheeler","(Prefers Republican Party)","122","0.1942","State Executive"
"Benton","Washington State Governor","Raul Garcia","(Prefers Republican Party)","11336","18.0449","State Executive"
"Benton","Washington State Governor","Tylor Grow","(Prefers Republican Party)","47","0.0748","State Executive"
"Benton","Washington State Governor","Winston Wilkes","(Prefers Propertarianist Party)","10","0.0159","State Executive"
"Benton","Washington State Governor","Brian R. Weed","(States No Party Preference)","85","0.1353","State Executive"
"Benton","Washington State Governor","Thor Amundson","(Prefers Independent Party)","128","0.2038","State Executive"
"Benton","Washington State Governor","Gene Hart","(Prefers Democratic Party)","240","0.382","State Executive"
"Benton","Washington State Governor","William (Bill) Miller","(Prefers American Patriot Party)","48","0.0764","State Executive"
"Benton","Washington State Governor","Matthew Murray","(Prefers Republican Party)","165","0.2627","State Executive"
"Benton","Washington State Governor","Dylan B. Nails","(Prefers Independent Party)","39","0.0621","State Executive"
"Benton","Washington State Governor","Cameron M. Vessey","(States No Party Preference)","21","0.0334","State Executive"
"Benton","Washington State Governor","David W. Blomstrom","(Prefers Fifth Republic Party)","14","0.0223","State Executive"
"Benton","Washington State Governor","Anton Sakharov","(Prefers Trump Republican Party)","335","0.5333","State Executive"
"Benton","Washington State Governor","Craig Campbell","(States No Party Preference)","50","0.0796","State Executive"
"Benton","Washington State Governor","Nate Herzog","(Prefers Pre2016 Republican Party)","171","0.2722","State Executive"
"Benton","Washington State Governor","Cregan M. Newhouse","(States No Party Preference)","123","0.1958","State Executive"
"Benton","Washington State Governor","Ian Gonzales","(Prefers Republican Party)","102","0.1624","State Executive"
"Benton","Washington State Governor","Cairo D'Almeida","(Prefers Democratic Party)","237","0.3773","State Executive"
"Benton","Washington State Governor","Elaina J. Gonzalez","(Prefers Independent Party)","147","0.234","State Executive"
"Benton","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","17787","28.3138","State Executive"
"Benton","Washington State Governor","Joshua Freed","(Prefers Republican Party)","6444","10.2577","State Executive"
"Benton","Washington State Governor","David Voltz","(Prefers Cascadia Labour Party)","10","0.0159","State Executive"
"Benton","Washington State Governor","Joshua Wolf","(Prefers New-Liberty Party)","72","0.1146","State Executive"
"Benton","Washington State Governor","Loren Culp","(Prefers Republican Party)","14134","22.4988","State Executive"
"Benton","Washington State Governor","Richard L. Carpenter","(Prefers Republican Party)","200","0.3184","State Executive"
"Benton","Washington State Governor","Bill Hirt","(Prefers Republican Party)","86","0.1369","State Executive"
"Benton","Washington State Governor","WRITE-IN"," ","59","0.0939","State Executive"
